feat_56,feat_7,feat_69,feat_12,feat_70,feat_51,feat_20,feat_21,feat_61,feat_23,target
0,0,0,0,0,0,0,0,0,0,Class_1
0,0,0,2,1,0,0,2,9,0,Class_6
1,0,0,0,6,0,1,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,6,0,0,0,0,1,Class_6
0,0,4,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,1,8,0,3,0,0,1,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,1,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,1,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,2,3,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,1,0,0,1,0,0,0,Class_2
1,0,0,0,0,1,0,5,2,0,Class_6
0,1,2,0,0,2,1,0,0,2,Class_6
0,0,0,0,0,0,0,0,0,0,Class_7
1,0,0,0,0,0,0,0,0,0,Class_7
0,0,0,0,1,0,0,0,0,0,Class_2
1,5,2,0,5,0,6,0,0,0,Class_8
0,0,0,0,0,0,0,2,0,0,Class_8
0,0,0,0,2,0,0,0,0,0,Class_6
0,0,2,0,0,0,0,0,0,2,Class_8
0,1,0,1,0,0,1,0,0,0,Class_2
0,0,2,0,1,0,1,0,0,0,Class_6
0,0,0,1,1,0,1,0,0,1,Class_2
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,2,1,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,3,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
4,0,0,1,2,0,0,2,3,1,Class_6
0,3,0,0,2,0,2,0,1,0,Class_1
0,0,1,0,5,0,2,2,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,2,0,0,0,0,0,0,0,Class_7
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,3,Class_2
1,0,0,1,1,0,0,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_3
15,0,0,0,0,0,0,0,0,0,Class_7
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,1,0,0,0,Class_9
0,0,0,0,3,0,0,0,0,0,Class_9
0,0,0,1,0,0,0,0,1,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_4
0,1,2,0,0,0,1,0,0,3,Class_1
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,1,0,0,0,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_9
1,1,1,0,2,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,1,0,0,Class_2
0,0,43,2,3,0,7,0,0,0,Class_8
0,0,10,1,1,0,3,0,0,0,Class_8
0,0,0,0,0,0,0,1,2,0,Class_6
0,0,0,3,0,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,1,0,Class_3
0,0,0,0,0,0,0,0,0,1,Class_6
1,0,0,0,8,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,1,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,1,2,0,Class_6
0,0,0,1,2,0,1,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,2,Class_8
0,1,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,1,0,2,0,0,0,0,0,0,Class_9
1,6,10,3,3,0,7,0,0,5,Class_8
0,0,0,0,0,0,0,0,1,0,Class_6
0,0,0,0,2,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,1,0,0,0,0,0,Class_3
0,0,2,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,1,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,27,0,1,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,1,0,5,0,1,0,0,0,Class_2
0,0,0,0,2,0,2,1,0,0,Class_6
0,0,1,0,2,0,0,0,0,0,Class_2
0,0,0,0,2,0,2,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,3,0,0,0,0,0,0,0,Class_9
0,0,1,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,1,0,0,0,4,1,0,Class_6
0,0,0,0,0,0,0,2,0,0,Class_6
0,0,0,0,0,0,0,1,2,0,Class_6
0,0,0,0,1,0,1,0,1,0,Class_6
0,1,1,0,0,0,6,0,0,0,Class_1
0,0,0,0,0,0,0,0,1,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,2,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,2,0,0,Class_5
0,0,1,0,4,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,5,0,1,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
6,0,0,0,2,0,0,0,0,0,Class_4
0,0,0,0,2,0,0,0,0,0,Class_3
0,2,3,0,0,2,13,0,0,1,Class_8
0,0,0,0,0,0,0,1,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,1,0,1,0,0,0,Class_6
0,0,0,0,2,0,0,2,0,0,Class_2
0,0,0,0,3,0,0,0,0,0,Class_2
0,0,0,0,2,0,0,1,0,0,Class_9
0,0,1,0,0,0,0,0,0,3,Class_3
0,0,0,0,0,0,0,0,0,1,Class_9
1,0,0,1,2,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_4
1,4,0,0,2,0,2,0,0,2,Class_7
0,0,1,0,2,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_3
0,1,0,0,0,0,0,0,1,0,Class_6
0,0,0,0,2,0,0,0,0,0,Class_4
0,0,1,0,1,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,1,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,1,0,1,0,0,0,Class_2
0,0,1,0,0,0,0,0,0,0,Class_2
0,1,27,2,5,0,12,0,0,0,Class_8
0,0,0,0,0,0,0,2,0,0,Class_3
1,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_4
0,0,0,0,3,0,2,0,0,0,Class_2
0,0,0,2,1,0,0,4,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,1,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,1,0,0,Class_3
0,0,0,0,0,0,0,0,1,0,Class_6
0,0,0,1,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,1,0,0,Class_4
0,1,5,0,0,0,0,0,0,0,Class_8
0,0,0,0,1,0,0,0,0,0,Class_1
0,0,0,1,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,1,4,0,0,0,0,0,Class_2
0,0,0,1,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,2,0,0,0,Class_1
0,0,0,0,0,0,0,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,1,0,0,0,Class_4
0,0,0,0,0,0,0,1,0,0,Class_2
0,0,2,0,0,0,0,0,0,1,Class_6
0,0,48,0,0,2,0,0,0,1,Class_8
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,5,0,0,0,0,0,0,Class_1
3,0,0,0,1,0,0,1,0,0,Class_7
0,0,0,1,2,1,1,0,0,0,Class_8
0,0,1,0,2,0,0,0,0,0,Class_9
3,0,0,0,0,0,0,1,0,0,Class_6
0,0,0,0,0,0,1,0,0,0,Class_5
1,0,0,0,1,0,0,2,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_6
0,1,0,0,0,0,0,0,11,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,1,0,0,0,0,0,0,0,Class_1
1,0,0,0,0,0,0,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,1,Class_3
0,0,0,0,0,0,0,0,1,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,1,0,0,0,1,0,Class_6
0,0,0,1,0,0,0,3,0,0,Class_2
0,0,0,1,1,0,2,0,0,0,Class_2
0,0,0,5,1,0,0,0,1,0,Class_6
1,3,13,0,0,0,5,0,1,2,Class_8
0,0,0,0,2,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,1,0,1,1,Class_6
0,0,1,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,1,0,0,2,Class_6
0,0,0,1,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,1,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,2,0,1,Class_2
0,0,0,0,0,0,0,0,0,1,Class_4
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_2
1,0,0,0,0,0,0,0,0,0,Class_7
0,0,6,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_5
1,0,0,0,4,0,2,2,0,0,Class_7
0,0,0,0,1,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,2,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_6
0,0,0,0,5,0,2,2,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,1,3,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,2,0,1,Class_6
0,0,1,1,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,1,0,0,Class_2
0,0,0,0,3,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,1,0,Class_6
0,0,4,0,0,0,4,0,0,0,Class_8
0,1,41,0,1,0,2,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_6
0,2,0,1,0,0,2,0,0,1,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,4,0,2,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
3,0,0,0,5,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_9
0,1,2,0,0,0,1,0,0,0,Class_6
0,1,0,0,1,0,0,0,0,0,Class_3
1,0,0,0,1,0,0,1,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,4,0,0,0,4,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,2,2,1,10,0,3,0,0,0,Class_9
0,1,0,0,1,0,0,0,0,0,Class_7
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,1,0,1,0,0,0,1,1,Class_6
0,0,3,0,1,0,1,0,0,3,Class_8
1,0,0,0,0,0,0,0,0,0,Class_2
0,0,1,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_6
0,0,1,0,0,0,0,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,5,0,0,0,0,0,Class_3
0,0,18,0,3,0,7,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,14,0,2,0,2,0,0,0,Class_8
0,0,0,0,0,0,0,1,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,2,0,0,1,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_1
0,0,0,0,3,0,0,0,0,0,Class_2
0,0,0,1,1,0,0,0,0,0,Class_2
0,1,0,0,3,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,1,Class_8
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,2,0,0,0,3,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,2,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,1,0,0,0,0,0,0,Class_8
0,0,0,0,2,0,1,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,1,0,6,0,Class_6
0,0,0,0,5,0,0,1,0,0,Class_3
0,0,0,0,0,0,0,0,1,0,Class_6
0,0,13,2,0,0,2,0,1,3,Class_8
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,1,0,0,0,0,0,0,0,Class_8
0,1,8,0,1,1,3,1,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,1,0,0,0,0,1,1,0,Class_6
0,0,0,0,2,0,1,0,0,0,Class_2
0,0,6,0,0,0,1,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
1,0,0,0,4,0,1,0,0,4,Class_7
0,0,0,1,0,0,0,0,0,0,Class_5
0,2,0,0,1,0,0,1,3,1,Class_6
0,0,0,0,3,0,2,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,2,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,1,0,0,1,0,1,0,Class_3
0,0,0,0,2,0,0,0,0,1,Class_4
0,0,0,0,4,0,0,0,0,0,Class_2
0,0,0,1,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,1,0,Class_6
1,0,0,0,1,1,0,0,0,0,Class_7
0,0,0,0,0,0,0,0,0,0,Class_7
0,0,0,1,1,0,1,0,0,0,Class_9
0,0,1,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
1,0,1,0,0,0,0,0,0,0,Class_5
0,0,0,0,3,0,3,0,0,0,Class_3
0,0,0,1,3,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
1,0,0,0,1,1,1,0,0,0,Class_6
0,0,1,2,6,0,1,0,0,0,Class_6
0,0,0,0,2,0,3,0,0,0,Class_8
0,0,0,0,2,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,3,0,2,Class_3
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_9
1,0,33,0,1,0,2,0,0,0,Class_8
0,0,0,0,13,0,1,0,0,3,Class_7
0,0,0,0,0,0,0,0,0,0,Class_3
4,0,0,0,0,0,0,1,10,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,1,0,Class_6
1,0,0,2,0,2,0,0,0,0,Class_7
0,0,15,0,1,0,5,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,1,0,0,0,0,0,0,Class_2
1,0,1,0,1,0,1,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_6
1,0,0,0,2,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,1,0,Class_9
0,0,0,0,0,0,1,0,0,0,Class_2
0,0,0,1,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,2,0,0,0,Class_2
0,0,1,0,0,1,0,0,1,0,Class_8
0,0,0,0,0,0,0,10,4,0,Class_6
0,0,2,0,1,0,8,0,0,0,Class_8
0,0,0,0,0,0,0,0,3,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,1,0,0,1,0,0,0,Class_6
1,0,0,1,0,0,0,2,3,0,Class_6
1,0,0,0,1,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,1,1,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,5,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,10,0,4,0,4,0,0,5,Class_8
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_3
1,1,0,0,9,0,3,0,0,3,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,2,1,0,0,0,0,0,Class_1
0,0,0,0,0,0,2,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,1,0,0,0,0,0,0,Class_3
1,0,0,0,0,0,0,4,4,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_4
0,1,11,1,5,0,7,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_5
1,0,0,0,5,0,2,0,0,0,Class_2
1,0,0,0,1,0,0,0,0,0,Class_4
0,0,1,0,0,0,0,0,0,0,Class_2
0,1,5,0,0,4,1,0,0,0,Class_6
0,0,0,0,2,1,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,1,1,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_7
0,0,0,0,2,0,1,0,0,0,Class_2
0,1,0,0,0,0,1,0,0,2,Class_7
0,0,0,0,0,0,1,2,1,0,Class_6
1,0,0,0,0,0,1,0,0,0,Class_6
0,1,1,0,0,1,0,1,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
2,0,0,0,4,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,3,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,3,0,0,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,1,Class_2
0,0,0,0,0,0,1,0,1,0,Class_1
1,0,0,0,4,0,0,0,0,0,Class_3
0,0,0,0,0,0,1,0,0,0,Class_7
0,0,0,1,1,0,0,0,0,0,Class_9
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,3,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_9
0,0,8,1,0,0,3,0,2,0,Class_8
0,0,0,0,0,0,0,1,0,0,Class_2
0,0,0,0,0,0,0,1,0,0,Class_2
1,0,1,2,5,0,2,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,2,0,0,0,0,0,Class_3
0,0,0,1,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,1,0,0,0,0,0,0,Class_2
0,0,1,0,1,0,0,0,0,0,Class_3
1,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_7
0,0,0,0,4,0,0,0,0,0,Class_4
0,0,2,0,0,0,2,0,0,0,Class_1
5,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_9
1,0,0,1,2,0,0,0,0,0,Class_4
0,0,0,0,3,0,2,0,0,0,Class_3
0,9,2,0,4,0,15,0,0,0,Class_8
0,0,2,0,0,0,0,0,0,1,Class_8
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,2,0,0,1,0,2,0,Class_6
0,0,0,0,1,0,0,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,3,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_6
0,0,0,0,3,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,2,2,0,Class_6
0,0,0,0,2,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,4,0,0,0,0,0,Class_2
0,2,2,0,6,0,17,0,0,0,Class_8
2,0,0,0,6,0,2,2,2,0,Class_8
0,0,0,0,3,0,0,0,0,0,Class_2
0,0,2,0,0,0,0,6,0,0,Class_4
0,0,4,0,0,0,1,0,0,0,Class_8
0,0,0,0,0,0,0,3,5,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,1,0,1,0,0,0,2,0,Class_6
0,0,0,0,0,0,0,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,2,0,4,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,3,0,1,0,0,0,Class_6
0,0,0,0,2,0,0,2,0,0,Class_3
1,0,1,2,6,0,2,0,0,0,Class_9
0,0,0,0,0,1,0,0,0,0,Class_8
0,0,0,0,1,0,0,0,1,0,Class_6
1,0,0,0,1,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,1,5,1,Class_6
0,0,0,0,3,0,0,1,0,0,Class_3
0,0,0,1,0,0,0,1,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,10,0,2,0,0,0,Class_6
3,0,0,2,1,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,2,0,0,0,0,0,Class_4
0,1,15,0,1,0,9,0,0,0,Class_8
0,0,0,0,1,0,0,0,0,0,Class_8
0,0,2,0,0,0,0,0,0,0,Class_6
0,0,0,0,2,0,0,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,1,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_9
1,0,0,0,2,0,2,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,3,0,3,0,0,0,Class_2
2,0,0,0,1,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,1,0,0,0,Class_6
1,0,0,0,3,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,1,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,1,0,Class_6
0,0,0,0,0,0,0,1,0,0,Class_9
0,0,0,1,0,1,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,2,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_4
0,0,0,1,4,0,0,0,0,0,Class_3
0,0,4,0,0,0,0,0,0,0,Class_6
1,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,1,0,0,0,2,0,0,Class_5
0,0,2,0,2,0,1,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,1,0,0,0,0,0,1,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,4,0,0,0,0,0,0,0,Class_9
0,0,0,0,2,0,0,0,0,0,Class_7
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,3,Class_2
0,0,0,0,0,1,0,0,0,0,Class_8
0,0,0,0,1,0,0,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,1,0,1,1,0,0,0,0,0,Class_7
0,0,1,0,2,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_3
1,6,0,0,1,1,3,0,0,2,Class_9
0,0,0,0,5,0,0,0,0,1,Class_7
0,0,0,0,5,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
